Wall time,Step,Value
1557688527.1385496,167,187.1189422607422
1557688527.2815533,229,151.52366638183594
1557688527.8515549,474,112.71778869628906
1557688527.9835515,536,129.12510681152344
1557688528.0925496,586,108.54361724853516
1557688528.2245502,647,128.41969299316406
1557688529.7465496,1333,16.20596694946289
1557688529.8625531,1385,45.815185546875
1557688529.97355,1436,52.69871520996094
1557688530.6345541,1737,46.79163360595703
1557688530.948554,1877,25.207298278808594
1557688531.8935525,2307,8.144301414489746
1557688532.0725543,2389,10.640800476074219
1557688532.2845507,2486,4.6928324699401855
1557688533.9595497,3246,11.581995964050293
1557688534.0875497,3305,11.583536148071289
1557688536.3245494,4317,7.240069389343262
1557688536.7245517,4492,10.887107849121094
1557688537.7985497,4971,4.662615776062012
1557688538.1655498,5134,4.612872123718262
1557688538.63655,5345,43.67668914794922
1557688539.505552,5723,12.147001266479492
1557688539.9285493,5907,3.544982671737671
1557688540.1145487,5990,8.583236694335938
1557688540.5865498,6200,4.400847434997559
1557688541.7055495,6699,3.9466724395751953
1557688541.7325497,6711,4.2763519287109375
1557688542.0595493,6854,9.30502986907959
1557688542.3135564,6966,11.227445602416992
1557688542.7435524,7155,4.0289154052734375
1557688543.4395504,7463,4.083528518676758
1557688544.1945522,7798,4.086860656738281
1557688544.272549,7833,3.934081554412842
1557688544.7955549,8066,9.166671752929688
1557688545.05555,8180,3.8049838542938232
1557688545.1495504,8221,11.28863525390625
1557688545.7845528,8498,4.4561448097229
1557688546.6485512,8878,11.223800659179688
1557688546.7765539,8935,4.608705520629883
1557688547.5095496,9260,9.46070384979248
1557688547.974554,9468,3.7726235389709473
1557688550.1323378,10399,4.101079940795898
1557688550.3133352,10479,3.611682415008545
1557688551.2863364,10905,5.163192272186279
1557688551.427333,10966,4.106429100036621
1557688551.5533335,11020,4.160553932189941
1557688552.7223344,11532,4.2565178871154785
1557688552.8003337,11566,6.71506404876709
1557688553.7623348,11969,3.4408063888549805
1557688555.8813372,12877,4.425673484802246
1557688556.2433646,13034,3.7112903594970703
1557688559.1743333,14294,4.161378383636475
1557688560.033335,14668,6.272130489349365
1557688560.2913334,14779,4.198700428009033
1557688560.5163367,14873,7.441941261291504
1557688561.9013348,15473,4.533022880554199
1557688563.3953326,16116,3.859118938446045
1557688565.1123328,16857,4.490243911743164
1557688565.6593335,17097,3.881319761276245
1557688566.1593328,17317,3.5180864334106445
1557688566.6763363,17543,4.601433753967285
1557688571.2053337,19531,4.4538679122924805
1557688571.4533358,19640,4.2368574142456055
1557688571.6643329,19731,4.443727493286133
1557688572.4655085,20062,4.06386137008667
1557688572.8895102,20244,4.4889020919799805
1557688573.0715086,20323,4.09808874130249
1557688573.5765102,20539,4.0273027420043945
1557688573.6655087,20578,4.419562339782715
1557688574.1425087,20779,4.067183494567871
1557688574.1495094,20782,3.4437108039855957
1557688574.322534,20855,4.184560298919678
1557688574.846512,21080,4.310284614562988
1557688574.9955118,21144,4.569794654846191
1557688575.4035118,21319,4.184415340423584
1557688576.6225107,21848,3.3521769046783447
1557688577.7455108,22330,3.6699705123901367
1557688577.8105106,22358,4.169031143188477
1557688579.9855092,23286,4.6816325187683105
1557688580.1555095,23361,3.4575414657592773
1557688580.3125105,23427,4.129389762878418
1557688580.9275088,23670,4.052836894989014
1557688581.00551,23701,4.227326393127441
1557688582.0325089,24147,3.5033211708068848
1557688582.3315094,24282,3.6025302410125732
1557688582.3355095,24284,3.409698486328125
1557688582.4205077,24322,3.925675868988037
1557688583.321509,24727,3.7544326782226562
1557688583.7785099,24934,6.086543083190918
1557688584.5145082,25253,4.54192590713501
1557688585.8185093,25812,4.831203460693359
1557688585.9005096,25847,8.984049797058105
1557688588.109508,26797,4.478833198547363
1557688588.1115105,26798,11.866271018981934
1557688589.9609082,27603,4.183376789093018
1557688592.1899128,28543,4.384784698486328
1557688593.2109094,28970,4.443131446838379
1557688593.2729104,28996,3.5506715774536133
1557688593.4389088,29062,4.0753326416015625
1557688593.7939105,29201,11.736266136169434
1557688593.955912,29263,9.454869270324707
1557688595.2399087,29829,4.430821418762207
1557688595.6749084,30005,4.07815408706665
1557688595.7329109,30031,25.597929000854492
1557688596.0459092,30174,3.651500940322876
1557688596.707911,30470,3.8654227256774902
1557688597.0259123,30612,4.239959239959717
1557688597.2329092,30706,4.231891632080078
1557688597.2639086,30720,4.678145408630371
1557688598.767913,31406,3.2251789569854736
1557688598.8499103,31443,4.491869926452637
1557688599.9479132,31936,7.078170299530029
1557688601.0509095,32435,4.189089775085449
1557688601.53591,32657,4.224674224853516
1557688602.0659134,32894,3.454719305038452
1557688602.0829127,32902,7.499080657958984
1557688602.37091,33034,15.0181884765625
1557688602.6969082,33181,3.3111612796783447
1557688603.1239102,33375,3.9904494285583496
1557688603.1859112,33403,3.7433714866638184
1557688603.9509084,33737,4.119494915008545
1557688603.9829087,33749,4.3173723220825195
1557688604.0709124,33785,4.273122787475586
1557688604.2019088,33839,3.793781280517578
1557688604.2839105,33876,4.475347518920898
1557688604.365909,33913,3.3871772289276123
1557688604.6389084,34036,3.9102327823638916
1557688605.35591,34362,4.16214656829834
1557688605.7129083,34525,3.621584892272949
1557688605.8769104,34599,3.7647805213928223
1557688607.9289083,35483,4.624764919281006
1557688609.0249114,35953,3.3387959003448486
1557688609.2199082,36037,5.463166236877441
1557688610.6019084,36629,3.873053550720215
1557688610.6719112,36659,3.6775431632995605
1557688611.10991,36850,4.162285327911377
1557688611.983909,37202,3.7904539108276367
1557688612.62991,37489,8.270994186401367
1557688613.2399087,37764,4.101162910461426
1557688613.48691,37876,4.813490867614746
1557688614.8059127,38455,4.716436862945557
1557688615.4209127,38720,18.086366653442383
1557688615.6999094,38840,3.7432379722595215
1557688616.7659082,39296,3.5240283012390137
1557688617.7109127,39702,4.330693244934082
1557688618.1879084,39909,5.227516174316406
1557688619.1593888,40296,3.557805061340332
1557688619.6314135,40500,3.4355568885803223
1557688620.145386,40720,4.111083984375
1557688620.3163955,40793,4.034901142120361
1557688620.8853867,41040,4.301229476928711
1557688621.4233892,41271,3.8162546157836914
1557688623.467388,42134,4.858620643615723
1557688624.304388,42468,4.436249732971191
1557688627.1163857,43639,4.3289594650268555
1557688627.2823884,43711,3.828690528869629
1557688627.5013876,43805,4.230829238891602
1557688627.9423907,43993,3.4062681198120117
1557688628.124388,44073,4.492599964141846
1557688628.4143863,44200,3.9363040924072266
1557688628.533386,44251,4.089344024658203
1557688628.6543906,44304,3.9725162982940674
1557688629.8343854,44816,8.80038833618164
1557688630.1703856,44964,3.374255657196045
1557688631.1064117,45372,3.629112720489502
1557688631.4204123,45507,4.747258186340332
1557688631.7723858,45658,11.70815372467041
1557688633.3333874,46334,3.7012555599212646
1557688633.5143883,46413,3.960258960723877
1557688635.5483882,47301,4.446701526641846
1557688636.5613873,47744,3.9341156482696533
1557688637.0744138,47970,3.924224615097046
1557688637.5593884,48181,3.9913902282714844
1557688640.0983863,49272,4.040797710418701
1557688640.2803879,49351,3.444565534591675
1557688641.9142098,50056,3.945117950439453
1557688643.6672058,50819,4.142063617706299
1557688644.0402114,50979,6.775007247924805
1557688644.3992057,51134,3.6102263927459717
1557688644.616207,51227,3.644009590148926
1557688645.9482067,51798,3.8239364624023438
1557688647.2162921,52292,7.959601402282715
1557688648.1002908,52682,3.8110761642456055
1557688648.6082916,52906,4.155485153198242
1557688648.685292,52939,5.423989295959473
1557688649.0292895,53092,4.284169673919678
1557688649.0632896,53107,3.3532016277313232
1557688649.8982902,53468,3.95205020904541
1557688650.4532893,53706,3.733668565750122
1557688650.8193285,53862,6.921817779541016
1557688652.98229,54807,4.2777509689331055
1557688654.1052897,55299,8.966669082641602
1557688654.67429,55543,4.087738037109375
1557688655.1952908,55766,8.851155281066895
1557688656.5072913,56337,3.3736910820007324
1557688656.9322903,56521,3.9245073795318604
1557688657.127291,56608,4.732396602630615
1557688657.529292,56787,12.119345664978027
1557688657.60429,56820,3.8547475337982178
1557688658.6952925,57305,3.5600409507751465
1557688659.1012907,57484,3.8859639167785645
1557688661.9452958,58719,3.7223005294799805
1557688662.0082896,58746,3.5965442657470703
1557688662.0482907,58763,3.531728744506836
1557688663.1842897,59264,3.961620807647705
1557688663.290295,59311,3.912393093109131
1557688663.56729,59432,4.318973541259766
1557688664.04329,59640,4.075060844421387
1557688665.32329,60179,4.010992527008057
1557688665.336291,60185,3.578430652618408
1557688665.5952904,60297,3.747220277786255
1557688666.0042913,60475,3.679072856903076
1557688667.6623168,61205,3.8460588455200195
1557688667.825317,61276,3.8645153045654297
1557688669.7872908,62139,4.113664150238037
1557688670.7112923,62547,4.278299331665039
1557688672.9182918,63513,3.959235429763794
1557688673.2782893,63671,3.3688559532165527
1557688673.7202945,63865,4.202568054199219
1557688675.2803247,64521,3.28112530708313
1557688676.1492906,64889,4.203474998474121
1557688677.1082978,65292,4.16886568069458
1557688677.8412924,65601,4.692493438720703
1557688677.93829,65643,3.7932987213134766
1557688680.5792918,66787,3.9949634075164795
1557688681.021291,66976,3.9151339530944824
1557688681.1252916,67021,4.360184669494629
1557688682.0933123,67440,4.292082786560059
1557688684.0412903,68281,4.502465724945068
1557688684.2622917,68378,10.864058494567871
1557688684.7782893,68590,4.280027389526367
1557688686.17229,69171,8.146038055419922
1557688686.2042897,69185,3.439055919647217
1557688686.828326,69455,4.882017135620117
1557688687.4312904,69719,4.899445056915283
1557688687.8822944,69915,4.031928062438965
1557688689.2863302,70462,3.373720407485962
1557688689.592327,70580,5.244743347167969
1557688689.7733262,70656,4.033191680908203
1557688690.5693278,70996,4.79518985748291
1557688691.5673268,71428,3.973832130432129
1557688692.6913283,71906,4.092052459716797
1557688692.8113272,71957,4.070491313934326
1557688692.863327,71979,4.565989017486572
1557688692.9423296,72012,4.185670852661133
1557688693.0013273,72037,3.901036500930786
1557688693.6153295,72297,5.660398483276367
1557688693.8663266,72401,4.6792144775390625
1557688693.873327,72404,3.7095634937286377
1557688694.6543307,72723,3.602142095565796
1557688695.327327,73009,5.688752174377441
1557688695.7223387,73179,4.178186416625977
1557688697.4583287,73924,3.5985400676727295
1557688698.0633314,74187,3.7952146530151367
1557688701.080326,75487,4.373893737792969
1557688702.7813284,76218,4.745640754699707
1557688703.388326,76482,3.5581777095794678
1557688703.7203288,76626,3.2850704193115234
1557688703.825327,76673,4.559640407562256
1557688704.1003277,76790,3.8380279541015625
1557688704.3703291,76906,24.789817810058594
1557688704.3863313,76913,3.6845085620880127
1557688705.054355,77198,4.1902756690979
1557688706.688327,77901,4.48660135269165
1557688707.439331,78208,3.5178165435791016
1557688708.7753289,78775,3.8348939418792725
1557688708.9323282,78843,4.070703506469727
1557688709.1073256,78920,3.53403902053833
1557688709.1373308,78934,3.8065054416656494
1557688709.2273257,78973,3.6248044967651367
1557688709.3003294,79005,11.841489791870117
1557688710.6993284,79597,4.341651439666748
1557688711.7663283,80031,3.5539021492004395
1557688711.9273264,80100,3.419492483139038
1557688712.077326,80165,3.962106943130493
1557688712.6003299,80390,4.830909729003906
1557688712.6363258,80406,3.767151355743408
1557688712.9763296,80550,3.643261432647705
1557688713.0373263,80576,3.82763671875
1557688713.1253266,80613,4.3075737953186035
1557688714.0263271,80996,3.9710729122161865
1557688714.07133,81015,3.5827410221099854
1557688715.1913266,81494,3.710566520690918
1557688718.0473275,82736,3.5475168228149414
1557688718.1253285,82770,3.4609298706054688
1557688718.3103287,82849,4.3151350021362305
1557688719.2713282,83267,10.473477363586426
1557688721.9673266,84409,4.8900885581970215
1557688722.42233,84601,4.352492332458496
1557688723.5663292,85089,3.802403688430786
1557688724.5193262,85508,4.016640663146973
1557688724.5893297,85539,3.2854747772216797
1557688724.9303262,85686,7.30197811126709
1557688725.6833262,86014,4.430812358856201
1557688727.4583273,86780,4.161532402038574
1557688727.6483319,86865,3.8328452110290527
1557688727.9833264,87008,3.7112181186676025
1557688728.87552,87393,4.731865882873535
1557688729.4915538,87666,3.33925724029541
1557688730.5505648,88137,3.865229845046997
1557688731.789523,88674,4.402383804321289
1557688732.1185193,88815,4.466207027435303
1557688733.3215218,89347,3.935764789581299
1557688733.358517,89363,4.110227108001709
1557688734.7555444,89973,3.7716450691223145
1557688734.940003,90035,3.994779348373413
1557688735.4090047,90237,4.605480194091797
1557688737.8510036,91300,9.025160789489746
1557688738.6139996,91624,3.645458459854126
1557688738.6680038,91647,3.4954564571380615
1557688739.7450035,92120,4.525838851928711
1557688741.149003,92729,3.679542064666748
1557688741.2840018,92788,4.1278486251831055
1557688742.0810018,93126,3.5503783226013184
1557688742.3020005,93223,4.251962661743164
1557688742.872003,93471,4.149238109588623
1557688743.8809996,93901,4.02384614944458
1557688745.3350031,94536,3.7303714752197266
1557688745.9049997,94784,3.7010698318481445
1557688746.5340037,95057,3.55808162689209
1557688747.144003,95321,4.0387187004089355
1557688747.273004,95377,4.374359130859375
1557688747.513004,95480,3.861762046813965
1557688749.4050026,96301,4.488865852355957
1557688749.9540021,96535,3.453655481338501
1557688750.1080017,96600,3.9920530319213867
1557688751.5550015,97226,4.199526309967041
1557688752.4129987,97596,4.299540042877197
1557688752.8810027,97796,3.8523478507995605
1557688753.322,97986,3.8866477012634277
1557688753.8479998,98212,3.7563767433166504
1557688754.449004,98474,4.5380682945251465
1557688755.7739997,99055,4.260489463806152
1557688756.7980037,99506,4.542662620544434
1557688757.0420039,99614,3.7333922386169434
1557688757.6600027,99884,4.3745198249816895
1557688759.342003,100589,3.6137514114379883
1557688759.9620047,100858,4.198667526245117
1557688760.1010044,100917,3.6652748584747314
1557688760.289003,100997,4.438473701477051
1557688760.4779994,101072,4.665518760681152
1557688760.8569996,101234,4.114532470703125
1557688761.0980039,101335,4.438991546630859
1557688761.4730027,101499,4.730964183807373
1557688762.4469993,101923,4.898131370544434
1557688762.4920013,101943,3.769408702850342
1557688764.1730018,102685,3.7613885402679443
1557688764.6230023,102880,3.8210737705230713
1557688764.6920028,102911,10.00766658782959
1557688764.8220024,102966,3.7630739212036133
1557688764.902003,103001,3.847045421600342
1557688764.9260027,103011,4.7477545738220215
1557688765.3690033,103206,3.422414779663086
1557688766.0749996,103517,3.5191054344177246
1557688767.2002943,103947,4.170060157775879
1557688767.9552927,104276,5.158278465270996
1557688768.0902934,104334,3.6890718936920166
1557688769.3972933,104896,3.819533586502075
1557688769.4632962,104924,3.8148293495178223
1557688769.8562949,105093,2.850010395050049
1557688770.653294,105434,7.496003150939941
1557688771.0683193,105610,4.146944999694824
1557688771.4492934,105774,4.159139633178711
1557688771.4822936,105788,5.144963264465332
1557688772.4832923,106210,4.469709396362305
1557688772.6172934,106267,4.351540565490723
1557688772.9032936,106390,4.381082534790039
1557688773.3093219,106566,3.8086111545562744
1557688773.543293,106666,4.0637640953063965
1557688776.2552948,107837,4.699864387512207
1557688778.0072968,108586,4.777935981750488
1557688780.1382935,109242,3.74533748626709
1557688780.1412928,109243,3.9377899169921875
1557688780.2752936,109301,3.6972193717956543
1557688781.613294,109822,4.116513252258301
1557688782.5912929,110224,4.335414886474609
1557688783.0492947,110418,3.6210391521453857
1557688783.4462929,110586,4.314060211181641
1557688783.5702958,110641,3.7774839401245117
1557688784.8762934,111194,7.674256801605225
1557688785.1832948,111323,4.00602912902832
1557688786.0862937,111698,3.4505245685577393
1557688786.6152935,111915,4.470507621765137
1557688788.374294,112664,4.404406547546387
1557688788.4612932,112703,3.809739828109741
1557688788.9532943,112902,4.475381374359131
1557688789.8872926,113322,3.634835958480835
1557688790.49829,113589,3.85001277923584
1557688790.8452957,113741,3.1723921298980713
1557688791.3992908,113980,4.934566974639893
1557688792.1173265,114292,4.154969692230225
1557688792.5022933,114459,3.9159209728240967
