Wall time,Step,Value
1557654604.898584,42,225.66171264648438
1557654605.1795876,167,202.60775756835938
1557654605.322585,229,173.37142944335938
1557654605.8865871,474,170.17816162109375
1557654606.0265849,536,97.1123275756836
1557654606.123585,579,143.70835876464844
1557654606.1385858,586,155.70872497558594
1557654606.2765841,647,132.85826110839844
1557654606.6455848,808,143.16012573242188
1557654607.0995836,1014,104.71739196777344
1557654607.8585846,1333,82.34791564941406
1557654607.983585,1385,118.33775329589844
1557654608.1085854,1436,103.40086364746094
1557654608.7795858,1734,63.84446334838867
1557654608.7865849,1737,64.06643676757812
1557654609.1045861,1877,82.98379516601562
1557654610.1285846,2307,34.524696350097656
1557654610.308585,2389,51.109092712402344
1557654610.5235846,2485,42.51788330078125
1557654610.525585,2486,23.166549682617188
1557654610.9715848,2685,35.20664978027344
1557654612.2625842,3230,46.655113220214844
1557654612.298586,3246,72.16990661621094
1557654612.429584,3305,56.109474182128906
1557654613.1485848,3618,28.93297576904297
1557654613.153585,3620,30.75963592529297
1557654614.810585,4317,12.033269882202148
1557654615.0005853,4400,44.771209716796875
1557654615.219584,4492,23.36003875732422
1557654615.259584,4509,46.39907455444336
1557654616.4185843,4971,27.815994262695312
1557654616.826585,5134,27.313371658325195
1557654617.4495852,5345,41.933841705322266
1557654618.4145882,5723,16.452404022216797
1557654618.8745906,5907,42.62297058105469
1557654619.0915847,5990,32.6611213684082
1557654619.6135867,6200,7.928343296051025
1557654620.8195844,6699,14.63320541381836
1557654620.8495853,6711,6.448723793029785
1557654621.173585,6854,28.058717727661133
1557654621.4615862,6966,19.99921226501465
1557654621.8815846,7155,23.609561920166016
1557654622.597584,7460,8.975635528564453
1557654622.6045842,7463,29.039249420166016
1557654623.4458218,7798,5.596115589141846
1557654623.5288239,7833,14.412257194519043
1557654624.1348443,8066,29.200084686279297
1557654624.3968246,8180,30.066478729248047
1557654624.4878223,8221,12.045393943786621
1557654625.1478264,8498,25.04961395263672
