Wall time,Step,Value
1557681107.4383707,42,277.4973449707031
1557681107.7213707,167,237.4672088623047
1557681107.8623705,229,151.00148010253906
1557681108.4143686,474,124.83900451660156
1557681108.5563705,536,107.36588287353516
1557681108.6533685,579,118.39131164550781
1557681108.6713684,586,107.11582946777344
1557681108.809403,647,103.86111450195312
1557681109.168368,808,54.800601959228516
1557681109.6303685,1014,30.760635375976562
1557681110.3423686,1333,74.88102722167969
1557681110.4583728,1385,18.043704986572266
1557681110.5753698,1436,53.04050064086914
1557681111.2443705,1734,25.24350357055664
1557681111.2513683,1737,30.86514663696289
1557681111.5653687,1877,39.47351837158203
1557681112.5283685,2307,19.640953063964844
1557681112.7124171,2389,33.40419006347656
1557681112.9273682,2485,11.460761070251465
1557681112.930368,2486,4.80539608001709
1557681113.3763704,2685,17.497547149658203
1557681114.595368,3230,11.834959983825684
1557681114.6313703,3246,39.02214050292969
1557681114.7663705,3305,4.377965927124023
1557681115.4743671,3618,4.034120559692383
1557681115.47837,3620,3.489367723464966
1557681117.050407,4317,20.997987747192383
1557681117.2373676,4400,17.387975692749023
1557681117.44237,4492,7.8837890625
1557681117.4803696,4509,24.393234252929688
1557681118.516368,4971,4.6961188316345215
1557681118.880373,5134,4.625016212463379
1557681119.3593678,5345,25.772991180419922
1557681120.2033725,5723,12.396958351135254
1557681120.61837,5907,3.308365821838379
1557681120.8054042,5990,6.126441955566406
1557681121.2793705,6200,4.371199607849121
1557681122.401368,6699,10.976916313171387
1557681122.4273705,6711,4.282738208770752
1557681122.743372,6854,25.460948944091797
1557681122.9963698,6966,8.147308349609375
1557681123.419372,7155,11.493616104125977
1557681124.10237,7460,4.136452674865723
1557681124.109377,7463,3.7802114486694336
1557681124.863404,7798,11.430244445800781
1557681124.940368,7833,3.8240556716918945
1557681125.4673674,8066,6.865457534790039
1557681125.720371,8180,3.785813331604004
1557681125.8113725,8221,10.047304153442383
1557681126.43737,8498,4.607257843017578
1557681126.4603705,8508,3.2130205631256104
1557681127.2863672,8878,4.456249713897705
1557681127.4153702,8935,4.628654956817627
1557681128.1424053,9260,7.670220375061035
1557681128.6073723,9468,3.8714869022369385
1557681128.8013706,9554,4.486178874969482
1557681129.1234252,9698,3.9151697158813477
1557681130.7347982,10399,4.097163677215576
1557681130.9107983,10479,3.72879695892334
1557681131.0037985,10522,4.671623229980469
1557681131.8677988,10905,4.108754634857178
1557681132.0038016,10966,4.294012069702148
1557681132.1247985,11020,4.4177021980285645
1557681133.262799,11532,4.059035301208496
1557681133.3367991,11566,11.76723861694336
1557681134.2317982,11969,3.373743772506714
1557681134.2418003,11974,3.878849744796753
1557681134.6618025,12164,3.6297521591186523
1557681134.9408004,12290,3.5672640800476074
1557681136.2428021,12877,4.319558143615723
1557681136.6037986,13034,3.729580879211426
1557681136.6647987,13061,3.6283044815063477
1557681137.9147992,13620,5.647568225860596
1557681139.4147995,14294,4.05447244644165
1557681140.2477982,14668,7.003170490264893
1557681140.4957988,14779,4.4315032958984375
1557681140.7077987,14873,5.62455415725708
1557681142.0457983,15473,4.583442211151123
1557681142.7620783,15764,3.9724700450897217
1557681143.554073,16116,3.953697919845581
1557681145.212074,16857,4.517718315124512
1557681145.684075,17066,4.243882179260254
1557681145.7530763,17097,4.03997802734375
1557681146.2480948,17317,3.5647077560424805
1557681146.297074,17339,4.558441162109375
1557681146.7490735,17543,4.413341522216797
1557681146.780076,17557,3.8883700370788574
1557681148.7760751,18451,4.556184768676758
1557681151.1970756,19531,4.271964073181152
1557681151.4450743,19640,4.226408004760742
1557681151.6520736,19731,4.3602294921875
1557681152.2430751,19995,11.338382720947266
1557681152.414051,20053,3.8289594650268555
1557681152.4350474,20062,3.919506311416626
1557681152.845048,20244,4.445314407348633
1557681153.0220902,20323,4.024110794067383
1557681153.2880814,20440,10.549199104309082
1557681153.5110488,20539,3.91475510597229
1557681153.5970469,20578,4.412402153015137
1557681154.0490506,20779,4.180697441101074
1557681154.0550468,20782,3.829367160797119
1557681154.219084,20855,4.130613327026367
1557681154.7310748,21080,4.286237716674805
1557681154.8770592,21144,4.476256370544434
1557681155.0750682,21232,5.599509239196777
1557681155.2720466,21319,4.264472961425781
1557681156.4660811,21848,3.4359142780303955
1557681157.3670485,22245,7.41817569732666
1557681157.5590465,22330,3.5867321491241455
1557681157.6220486,22358,4.036163806915283
1557681159.365081,23138,3.1289501190185547
1557681159.3880472,23148,3.7597362995147705
1557681159.6980464,23286,4.645152568817139
1557681159.8720458,23361,3.523632049560547
1557681160.0190492,23427,4.3386054039001465
1557681160.2770834,23540,3.918173313140869
1557681160.5690465,23670,4.066678047180176
1557681160.641046,23701,4.3046135902404785
1557681161.6550462,24147,3.743356704711914
1557681161.958048,24282,3.5426697731018066
1557681161.962049,24284,3.4383468627929688
1557681162.0490513,24322,3.6664557456970215
1557681162.723051,24621,3.939551591873169
1557681162.9630463,24727,3.703526020050049
1557681163.5125248,24934,5.3745527267456055
1557681164.2345276,25253,4.629250526428223
1557681164.5465288,25391,4.68010139465332
1557681165.484526,25812,5.153836727142334
1557681165.5605276,25847,6.545814037322998
1557681165.723526,25921,4.041374206542969
1557681166.5715275,26303,4.5239338874816895
1557681167.681525,26797,4.412622451782227
1557681167.6845253,26798,7.993816375732422
1557681168.474526,27154,7.215794563293457
1557681169.2555285,27505,4.466945171356201
1557681169.4765255,27603,4.061882019042969
1557681169.5535266,27638,3.680321216583252
1557681169.9715254,27825,3.8570048809051514
1557681170.1735246,27916,3.7234811782836914
1557681171.3445272,28438,9.827568054199219
1557681171.5775273,28543,4.240629196166992
1557681172.5245254,28970,4.271535396575928
1557681172.5825288,28996,3.5730581283569336
1557681172.731525,29062,3.8929386138916016
1557681173.039525,29201,6.511865615844727
1557681173.1845293,29263,9.470455169677734
1557681173.6475258,29471,3.8471720218658447
1557681173.960525,29611,4.024004936218262
1557681174.4445286,29829,4.354636192321777
1557681174.8775265,30005,4.109622955322266
1557681174.938529,30031,21.43092155456543
1557681175.2535255,30174,3.7492616176605225
1557681175.596526,30327,5.589170455932617
1557681175.9155264,30470,3.782043933868408
1557681176.2335265,30612,3.8838183879852295
1557681176.4435256,30706,4.017398834228516
1557681176.474529,30720,4.663543224334717
1557681178.0035264,31406,3.014129877090454
1557681178.0875254,31443,4.605234146118164
1557681179.0555267,31880,4.609033107757568
1557681179.1825264,31936,6.6970930099487305
1557681179.785524,32207,3.1039016246795654
1557681180.2955253,32435,4.210335731506348
1557681180.5335262,32542,3.525753974914551
1557681180.7915242,32657,4.1755523681640625
1557681181.0245295,32762,3.8823304176330566
1557681181.3175259,32894,3.3560571670532227
1557681181.3365273,32902,6.653136730194092
1557681181.6305249,33034,16.0430850982666
1557681181.9555247,33181,3.311689615249634
1557681182.3845255,33375,3.8641180992126465
1557681182.4475267,33403,3.9383955001831055
1557681183.1855247,33737,4.144565582275391
1557681183.213526,33749,4.450051784515381
1557681183.2945251,33785,4.204005241394043
1557681183.4155257,33839,3.790219306945801
1557681183.4975266,33876,4.188854217529297
1557681183.5815291,33913,3.1370420455932617
1557681183.8525267,34036,4.088937759399414
1557681184.6178782,34362,4.16253137588501
1557681184.9858792,34525,3.747537851333618
1557681185.1549149,34599,3.9480228424072266
1557681186.804918,35333,3.633157730102539
1557681186.8518765,35354,11.563462257385254
1557681187.1408803,35483,4.153383255004883
1557681187.7918773,35771,4.347476005554199
1557681188.2038784,35953,3.3530759811401367
1557681188.3918817,36037,5.342683792114258
1557681189.7188807,36629,3.829117774963379
1557681189.7868805,36659,3.6371657848358154
1557681190.030881,36767,3.2996082305908203
1557681190.217877,36850,4.374492645263672
1557681191.0158787,37202,3.7885582447052
1557681191.668876,37489,5.823230743408203
1557681192.292876,37764,3.909010171890259
1557681192.5459154,37876,4.859426498413086
